CUT Comuna,Población Total,Población en Edad de Trabajar,Personas Ocupadas,Personas Desocupadas,Mujeres en Edad de Trabajar,Mujeres Ocupadas,Mujeres Desocupadas,Hombres en Edad de trabajar,Hombres Ocupados,Hombres Desocupados
3101,153937,117030,63546,6416,59232,23917,2263,57798,39629,4153
3102,17662,13216,8032,593,6366,2974,217,6850,5058,376
3103,14019,10779,5918,792,4656,1467,239,6123,4451,553
3201,12219,9183,4779,610,4499,1618,232,4684,3161,378
3202,13925,10532,6277,620,4820,1894,193,5712,4383,427
3301,51917,38840,21086,2600,20081,8502,783,18759,12584,1817
3302,5299,4101,2188,256,1798,618,74,2303,1570,182
3303,7041,5318,2883,287,2648,995,109,2670,1888,178
3304,10149,7649,4468,433,3716,1642,134,3933,2826,299
